3.474099934101104736e-02,8.966500312089920044e-02,9.122499823570251465e-02,-7.330242156982421875e+01,6.215178966522216797e+00,6.150739789009094238e-01,2.037159919738769531e+00,8.040649890899658203e-01,1.301409006118774414e+00,5.585759878158569336e-01,6.720629930496215820e-01,7.837880253791809082e-01,7.666400074958801270e-01,4.587120115756988525e-01,5.303840041160583496e-01,8.124290108680725098e-01,2.885100059211254120e-02,1.290390044450759888e-01,3.961399942636489868e-02,5.762173175811767578e+00,1.636819005012512207e+00,1.170034050941467285e+00,1.051511049270629883e+00,7.641630172729492188e-01,6.427050232887268066e-01,6.178680062294006348e-01,5.102649927139282227e-01,5.662130117416381836e-01,5.091490149497985840e-01,4.772750139236450195e-01,5.050730109214782715e-01,4.635350108146667480e-01,1.351900026202201843e-02,5.059099942445755005e-02,9.025000035762786865e-03,8.156256675720214844e+00,1.077167034149169922e+00,6.247109770774841309e-01,8.102440237998962402e-01,3.995679914951324463e-01,2.799470126628875732e-01,3.142150044441223145e-01,2.314389944076538086e-01,3.454009890556335449e-01,2.853890061378479004e-01,2.106129974126815796e-01,3.218959867954254150e-01,2.905510067939758301e-01,2.277399972081184387e-02,9.580100327730178833e-02,1.505700033158063889e-02,4.748693943023681641e+00,5.363780260086059570e-01,2.963060140609741211e-01,2.732099890708923340e-01,1.757999956607818604e-01,1.055079996585845947e-01,1.682460010051727295e-01,1.158490031957626343e-01,1.360200047492980957e-01,1.105140000581741333e-01,1.005169972777366638e-01,1.186299994587898254e-01,9.492299705743789673e-02,5.103499814867973328e-02,6.800000000000000000e+01,1.493700034916400909e-02,1.360000000000000000e+02,2.000000000000000000e+00,2.454569935798645020e-01,1.050650030374526978e-01,4.053989946842193604e-01
8.137399703264236450e-02,2.727470099925994873e-01,8.573299646377563477e-02,-6.258443832397460938e+01,3.183162927627563477e+00,-2.181449979543685913e-01,1.630380004644393921e-01,6.202509999275207520e-01,4.585140049457550049e-01,4.142599925398826599e-02,3.082869946956634521e-01,5.381519794464111328e-01,5.948709845542907715e-01,7.343320250511169434e-01,4.154889881610870361e-01,7.615079879760742188e-01,6.628800183534622192e-02,2.623699903488159180e-01,3.443799912929534912e-02,3.480874061584472656e+00,1.596531987190246582e+00,9.438030123710632324e-01,8.044440150260925293e-01,5.112289786338806152e-01,4.986700117588043213e-01,5.230389833450317383e-01,4.809159934520721436e-01,4.886569976806640625e-01,4.831660091876983643e-01,4.451870024204254150e-01,4.159939885139465332e-01,4.055930078029632568e-01,1.362099964171648026e-02,7.304099947214126587e-02,1.009400002658367157e-02,1.243981003761291504e+00,8.297899961471557617e-01,2.529720067977905273e-01,3.478310108184814453e-01,2.050870060920715332e-01,1.686010062694549561e-01,1.780090034008026123e-01,1.440799981355667114e-01,1.787029951810836792e-01,1.469369977712631226e-01,1.255799978971481323e-01,1.282020062208175659e-01,1.070069968700408936e-01,2.002800069749355316e-02,6.694000214338302612e-02,2.948299981653690338e-02,3.963534116744995117e+00,3.823600113391876221e-01,1.683890074491500854e-01,1.175249963998794556e-01,9.834100306034088135e-02,8.704599738121032715e-02,5.799100175499916077e-02,5.939299985766410828e-02,5.945700034499168396e-02,5.343899875879287720e-02,6.768400222063064575e-02,7.007499784231185913e-02,4.156500101089477539e-02,2.950310111045837402e-01,7.000000000000000000e+01,2.763659954071044922e-01,1.400000000000000000e+02,2.000000000000000000e+00,3.435469865798950195e-01,2.763659954071044922e-01,7.109240293502807617e-01
1.105450019240379333e-01,2.735669910907745361e-01,8.440999686717987061e-02,-6.523532867431640625e+01,2.794964075088500977e+00,6.390470266342163086e-01,1.281296968460083008e+00,7.578960061073303223e-01,4.894120097160339355e-01,6.276360154151916504e-01,4.693219959735870361e-01,6.443359851837158203e-01,4.415560066699981689e-01,3.359639942646026611e-01,2.907130122184753418e-01,1.585379987955093384e-01,8.274299651384353638e-02,2.153729945421218872e-01,3.596999868750572205e-02,4.834742069244384766e+00,1.213443040847778320e+00,8.640339970588684082e-01,9.092220067977905273e-01,7.805719971656799316e-01,5.508329868316650391e-01,6.397399902343750000e-01,5.733090043067932129e-01,5.263119935989379883e-01,5.626220107078552246e-01,5.384070277214050293e-01,4.922919869422912598e-01,4.555619955062866211e-01,2.911200001835823059e-02,7.043299823999404907e-02,8.524999953806400299e-03,2.759906053543090820e+00,5.926340222358703613e-01,7.618520259857177734e-01,5.687400102615356445e-01,5.898270010948181152e-01,2.811810076236724854e-01,4.377520084381103516e-01,4.798890054225921631e-01,2.273200005292892456e-01,2.962239980697631836e-01,2.738550007343292236e-01,1.918040066957473755e-01,1.980250030755996704e-01,3.811899945139884949e-02,6.542699784040451050e-02,2.962199971079826355e-02,3.371795892715454102e+00,4.303730130195617676e-01,1.728619933128356934e-01,1.775230020284652710e-01,1.843329966068267822e-01,9.571799635887145996e-02,1.393229961395263672e-01,1.092789992690086365e-01,9.064999967813491821e-02,1.178859993815422058e-01,1.008519977331161499e-01,7.991699874401092529e-02,8.582100272178649902e-02,1.615740060806274414e-01,6.100000000000000000e+01,0.000000000000000000e+00,1.830000000000000000e+02,3.000000000000000000e+00,1.886930018663406372e-01,4.594099894165992737e-02,4.573720097541809082e-01
4.248100146651268005e-02,1.992810070514678955e-01,9.344699978828430176e-02,-8.030515289306640625e+01,5.824409008026123047e+00,6.488479971885681152e-01,1.754870057106018066e+00,1.495532035827636719e+00,7.399089932441711426e-01,8.096439838409423828e-01,4.609450101852416992e-01,4.095659852027893066e-01,6.801220178604125977e-01,5.904049873352050781e-01,4.813799858093261719e-01,6.219559907913208008e-01,4.993899911642074585e-02,2.816160023212432861e-01,4.472700133919715881e-02,6.719538211822509766e+00,1.377810955047607422e+00,1.265771031379699707e+00,9.861779808998107910e-01,7.109550237655639648e-01,7.069039940834045410e-01,7.101470232009887695e-01,6.888250112533569336e-01,6.995729804039001465e-01,5.779759883880615234e-01,5.338820219039916992e-01,5.018180012702941895e-01,4.953680038452148438e-01,2.074900083243846893e-02,1.063179969787597656e-01,9.108000434935092926e-03,3.992357015609741211e+00,6.564289927482604980e-01,9.276919960975646973e-01,5.699160099029541016e-01,3.789190053939819336e-01,5.307139754295349121e-01,3.178069889545440674e-01,3.084470033645629883e-01,3.249340057373046875e-01,2.634440064430236816e-01,3.594770133495330811e-01,2.742570042610168457e-01,2.332870066165924072e-01,3.267800062894821167e-02,1.194799989461898804e-01,2.870699949562549591e-02,4.125111103057861328e+00,4.613040089607238770e-01,2.807509899139404297e-01,2.461079955101013184e-01,1.428049951791763306e-01,1.836570054292678833e-01,1.243989989161491394e-01,1.555130034685134888e-01,1.671140044927597046e-01,1.137740015983581543e-01,1.128150001168251038e-01,1.291449964046478271e-01,1.223300024867057800e-01,4.301200062036514282e-02,6.600000000000000000e+01,2.065619975328445435e-01,1.320000000000000000e+02,2.000000000000000000e+00,1.028390005230903625e-01,2.419340014457702637e-01,3.510090112686157227e-01
7.455000281333923340e-02,1.408800035715103149e-01,7.978899776935577393e-02,-9.369774627685546875e+01,5.543229103088378906e+00,1.064262032508850098e+00,8.991519808769226074e-01,8.903359770774841309e-01,7.023280262947082520e-01,4.906849861145019531e-01,7.969040274620056152e-01,7.453730106353759766e-01,9.112340211868286133e-01,5.944290161132812500e-01,4.541859924793243408e-01,3.848359882831573486e-01,3.575100004673004150e-02,8.559200167655944824e-02,2.941299974918365479e-02,4.755292892456054688e+00,1.116289973258972168e+00,9.267719984054565430e-01,6.349880099296569824e-01,6.396600008010864258e-01,5.526530146598815918e-01,5.277079939842224121e-01,5.847049951553344727e-01,6.961730122566223145e-01,6.486110091209411621e-01,6.890959739685058594e-01,6.435949802398681641e-01,5.780630111694335938e-01,4.701400175690650940e-02,1.369840055704116821e-01,1.035599969327449799e-02,7.713140010833740234e+00,1.592641949653625488e+00,1.027189970016479492e+00,5.913990139961242676e-01,5.656539797782897949e-01,5.244200229644775391e-01,5.545009970664978027e-01,6.061999797821044922e-01,6.167600154876708984e-01,5.969259738922119141e-01,5.242909789085388184e-01,6.379709839820861816e-01,6.379600167274475098e-01,3.615099936723709106e-02,8.774100244045257568e-02,3.017999976873397827e-02,5.085384845733642578e+00,5.519369840621948242e-01,2.575620114803314209e-01,1.599500030279159546e-01,1.758549958467483521e-01,1.509069949388504028e-01,1.420920044183731079e-01,2.228039950132369995e-01,3.291879892349243164e-01,2.516680061817169189e-01,2.650490105152130127e-01,2.841959893703460693e-01,1.899880021810531616e-01,2.930800057947635651e-02,1.000000000000000000e+02,1.440390050411224365e-01,2.000000000000000000e+02,2.000000000000000000e+00,1.951960027217864990e-01,3.108009994029998779e-01,6.838170289993286133e-01
5.243400111794471741e-02,1.106529980897903442e-01,9.677000343799591064e-02,-6.979264068603515625e+01,6.598382949829101562e+00,1.258461952209472656e+00,2.873985052108764648e+00,5.032219886779785156e-01,7.824270129203796387e-01,-1.435050070285797119e-01,3.389970064163208008e-01,-1.860850006341934204e-01,3.257650136947631836e-01,1.571680009365081787e-01,4.547230005264282227e-01,3.531570136547088623e-01,6.109999865293502808e-02,1.824699938297271729e-01,4.654299840331077576e-02,5.414536952972412109e+00,1.646090030670166016e+00,1.149108052253723145e+00,9.038270115852355957e-01,7.434459924697875977e-01,7.004500031471252441e-01,6.109529733657836914e-01,6.077889800071716309e-01,5.698099732398986816e-01,5.155509710311889648e-01,4.739919900894165039e-01,4.926289916038513184e-01,4.675669968128204346e-01,1.764100044965744019e-02,4.952700063586235046e-02,7.908999919891357422e-03,3.835747957229614258e+00,7.698249816894531250e-01,8.081269860267639160e-01,5.609539747238159180e-01,3.967849910259246826e-01,4.207130074501037598e-01,5.422160029411315918e-01,5.080289840698242188e-01,4.734739959239959717e-01,4.596610069274902344e-01,3.553479909896850586e-01,3.082079887390136719e-01,3.407810032367706299e-01,3.705200180411338806e-02,7.512199878692626953e-02,2.788900025188922882e-02,4.694374084472656250e+00,4.436979889869689941e-01,3.469989895820617676e-01,2.773050069808959961e-01,1.542979925870895386e-01,1.343249976634979248e-01,9.806299954652786255e-02,1.294510066509246826e-01,1.233370006084442139e-01,1.519159972667694092e-01,8.288700133562088013e-02,1.104929968714714050e-01,7.217600196599960327e-02,2.186840027570724487e-01,6.400000000000000000e+01,5.386999994516372681e-02,1.280000000000000000e+02,2.000000000000000000e+00,4.036839902400970459e-01,2.459100037813186646e-01,6.495940089225769043e-01
6.406699866056442261e-02,1.473750025033950806e-01,7.812400162220001221e-02,-6.869804382324218750e+01,4.052059173583984375e+00,1.149219989776611328e+00,2.063466072082519531e+00,5.313959717750549316e-01,8.774089813232421875e-01,6.609799861907958984e-01,8.988499641418457031e-02,5.171399712562561035e-01,1.665820032358169556e-01,7.751280069351196289e-01,8.125680088996887207e-01,3.647859990596771240e-01,3.675699979066848755e-02,1.207159981131553650e-01,2.987099997699260712e-02,3.813652992248535156e+00,9.242730140686035156e-01,9.699479937553405762e-01,6.070920228958129883e-01,5.621430277824401855e-01,4.873470067977905273e-01,4.536490142345428467e-01,4.762789905071258545e-01,4.405379891395568848e-01,4.279229938983917236e-01,4.368230104446411133e-01,4.745160043239593506e-01,4.558370113372802734e-01,1.987100020051002502e-02,5.288499966263771057e-02,8.053000085055828094e-03,2.713319063186645508e+00,4.249449968338012695e-01,6.192370057106018066e-01,3.366479873657226562e-01,2.718940079212188721e-01,1.826220005750656128e-01,2.211000025272369385e-01,2.016350030899047852e-01,1.770460009574890137e-01,1.822559982538223267e-01,2.167969942092895508e-01,2.582049965858459473e-01,1.810899972915649414e-01,2.403599955141544342e-02,5.178799852728843689e-02,3.020600043237209320e-02,3.777513980865478516e+00,2.912060022354125977e-01,1.822810024023056030e-01,1.592250019311904907e-01,1.020099967718124390e-01,8.912999927997589111e-02,8.549799770116806030e-02,6.671400368213653564e-02,7.837499678134918213e-02,6.747400015592575073e-02,7.894600182771682739e-02,9.447000175714492798e-02,1.137270033359527588e-01,1.678979992866516113e-01,6.000000000000000000e+01,3.582690060138702393e-01,1.200000000000000000e+02,2.000000000000000000e+00,7.556279897689819336e-01,4.272809922695159912e-01,1.182908058166503906e+00
4.494899883866310120e-02,9.208499640226364136e-02,9.790799766778945923e-02,-6.840605163574218750e+01,4.552287101745605469e+00,8.989130258560180664e-01,1.641708016395568848e+00,1.490264058113098145e+00,1.269593000411987305e+00,8.842840194702148438e-01,8.084030151367187500e-01,1.500580012798309326e-01,4.745779931545257568e-01,7.801690101623535156e-01,6.989939808845520020e-01,7.674769759178161621e-01,3.732899948954582214e-02,1.297049969434738159e-01,4.360200092196464539e-02,5.843585014343261719e+00,1.562391042709350586e+00,1.162585973739624023e+00,1.095826029777526855e+00,1.011065959930419922e+00,7.536950111389160156e-01,8.250640034675598145e-01,6.486380100250244141e-01,6.588140130043029785e-01,5.441740155220031738e-01,4.835050106048583984e-01,5.653640031814575195e-01,4.646230041980743408e-01,2.143999934196472168e-02,4.234199970960617065e-02,9.317000396549701691e-03,2.278805017471313477e+00,5.840950012207031250e-01,3.777869939804077148e-01,4.334720075130462646e-01,4.054029881954193115e-01,2.639729976654052734e-01,2.798619866371154785e-01,2.337550073862075806e-01,2.461339980363845825e-01,1.938109993934631348e-01,1.281179934740066528e-01,1.970809996128082275e-01,1.576119959354400635e-01,3.557199984788894653e-02,6.864699721336364746e-02,2.844399958848953247e-02,3.708925962448120117e+00,3.764339983463287354e-01,2.296999990940093994e-01,2.378019988536834717e-01,2.601999938488006592e-01,1.050520017743110657e-01,1.161840036511421204e-01,1.484670042991638184e-01,1.058809980750083923e-01,1.127099990844726562e-01,8.146400004625320435e-02,8.110699802637100220e-02,7.194299995899200439e-02,3.788200020790100098e-02,5.300000000000000000e+01,5.975599959492683411e-02,1.060000000000000000e+02,2.000000000000000000e+00,2.370699942111968994e-01,8.754699677228927612e-02,3.297829926013946533e-01
8.135399967432022095e-02,3.020580112934112549e-01,9.724000096321105957e-02,-7.620906829833984375e+01,2.419065952301025391e+00,1.353814005851745605e+00,1.681154966354370117e+00,1.077602982521057129e+00,1.078217983245849609e+00,8.754789829254150391e-01,8.588709831237792969e-01,7.732300162315368652e-01,8.439990282058715820e-01,7.340459823608398438e-01,6.206380128860473633e-01,6.703180074691772461e-01,8.725500106811523438e-02,3.278680145740509033e-01,4.596000164747238159e-02,6.512197017669677734e+00,1.529418945312500000e+00,1.166589975357055664e+00,8.184900283813476562e-01,7.160189747810363770e-01,6.824049949645996094e-01,5.393589735031127930e-01,4.643740057945251465e-01,5.128589868545532227e-01,5.025839805603027344e-01,4.773409962654113770e-01,4.674159884452819824e-01,4.539659917354583740e-01,1.839200034737586975e-02,5.304700136184692383e-02,9.042000398039817810e-03,2.486090898513793945e+00,3.928169906139373779e-01,4.378240108489990234e-01,4.161010086536407471e-01,1.946969926357269287e-01,2.170950025320053101e-01,1.070069968700408936e-01,1.215069964528083801e-01,1.361940056085586548e-01,1.550980061292648315e-01,1.469489932060241699e-01,1.736019998788833618e-01,1.455789953470230103e-01,1.992199942469596863e-02,3.041999973356723785e-02,2.835999988019466400e-02,3.928069114685058594e+00,2.232770025730133057e-01,1.645909994840621948e-01,1.815820038318634033e-01,1.187750026583671570e-01,1.144689992070198059e-01,6.195599958300590515e-02,7.944700121879577637e-02,6.810399889945983887e-02,8.976999670267105103e-02,6.011399999260902405e-02,7.613900303840637207e-02,1.038490012288093567e-01,7.808700203895568848e-01,6.600000000000000000e+01,1.156113982200622559e+00,1.320000000000000000e+02,2.000000000000000000e+00,1.131072998046875000e+00,1.204185009002685547e+00,2.335258007049560547e+00
3.981899842619895935e-02,5.698600038886070251e-02,7.363499701023101807e-02,-8.314654541015625000e+01,1.122470283508300781e+01,1.280493974685668945e+00,1.008497953414916992e+00,9.406059980392456055e-01,4.014059901237487793e-01,8.755999617278575897e-03,3.888849914073944092e-01,4.282520115375518799e-01,2.001039981842041016e-01,2.479480057954788208e-01,5.089589953422546387e-01,5.753440260887145996e-01,1.013499964028596878e-02,1.927500031888484955e-02,2.800899930298328400e-02,3.299294948577880859e+00,8.620039820671081543e-01,6.437450051307678223e-01,4.917140007019042969e-01,4.870179891586303711e-01,3.950020074844360352e-01,4.517459869384765625e-01,4.156109988689422607e-01,4.199190139770507812e-01,3.806129992008209229e-01,4.265300035476684570e-01,3.935939967632293701e-01,3.683780133724212646e-01,1.483600027859210968e-02,3.813099861145019531e-02,8.280999958515167236e-03,5.209001064300537109e+00,1.189059972763061523e+00,1.036365032196044922e+00,4.206460118293762207e-01,4.755100011825561523e-01,2.779369950294494629e-01,4.092079997062683105e-01,3.939880132675170898e-01,4.701319932937622070e-01,2.473189979791641235e-01,3.353100121021270752e-01,3.095960021018981934e-01,2.882989943027496338e-01,2.810099907219409943e-02,6.166199967265129089e-02,3.088299930095672607e-02,4.743868827819824219e+00,7.041320204734802246e-01,2.534140050411224365e-01,1.815209984779357910e-01,1.359879970550537109e-01,1.281870007514953613e-01,1.462700068950653076e-01,1.373039931058883667e-01,1.596799939870834351e-01,1.472720056772232056e-01,1.856770068407058716e-01,1.145030036568641663e-01,8.401300013065338135e-02,2.584300003945827484e-02,1.000000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+02,2.000000000000000000e+00,8.477599918842315674e-02,1.377879977226257324e-01,2.487020045518875122e-01
